유형명,용도명,수출국,원산지,품목,수출국,원산지,총수입건수,총수입중량(톤),총수입금액(천$),부적합건수,부적합중량(톤),부적합금액(천$),현품부재중량(톤),현품부재금액(천$)
,,,,활메기,,,949,"5,122.92","8,929.48",4,15.25,32.54,0.2,0.38
,,,,활무레이코드,,,1,0.11,1.5,0,0,0,0,0
,,,,활문어,,,136,130.02,884.8,1,0.14,0.49,0,0
,,,,활미꾸라지,,,"10,989","183,587.67","538,638.45",120,"2,385.74","5,198.72",106.93,101.64
,,,,활민어(동갈민어),,,2,0.33,1.18,0,0,0,0,0
,,,,활민어(민어),,,373,"1,203.67","6,781.81",0,0,0,0,0
,,,,활민어(큰민어),,,129,221.63,"1,805.91",0,0,0,0,0
,,,,활민어(홍민어),,,"8,330","73,844.42","271,777.61",10,96.85,274.07,6.56,19.68
,,,,활바리(갈색둥근바리),,,22,17.87,246.82,1,0.1,0.6,0.19,2.08
,,,,활바리(교잡종),,,4,8.52,168.85,0,0,0,0,0
,,,,활바리(능성어),,,865,824.99,"14,666.06",7,2.4,39.63,0,0
,,,,활바리(다금바리),,,13,3.95,86.58,1,0.01,0.25,0,0
,,,,활바리(도도바리),,,2,1.04,4.34,0,0,0,0,0
,,,,활바리(붉바리),,,5,0.71,9.3,0,0,0,0,0
,,,,활바리(알락우럭),,,6,5.56,45.51,0,0,0,0,0
,,,,활바리(자바리),,,129,164.29,"3,666.54",0,0,0,0,0
,,,,활바리(자이언트그루퍼),,,29,40.05,863.89,0,0,0,0,0
,,,,활바리(점줄우럭),,,47,76.71,291.73,0,0,0,0,0
,,,,활바리(홍바리),,,2,0.07,1.09,0,0,0,0,0
,,,,활바리(흉기흑점바리),,,6,0.62,8.75,0,0,0,0,0
,,,,활바지락,,,"30,977","572,402.27","512,990.09",24,342.55,193.2,24.57,14.85
,,,,활방어,,,"1,099","5,725.58","47,304.25",1,7.05,63.1,0,0
,,,,활방어(부시리),,,5,10.93,70.27,0,0,0,0,0
,,,,활방어(잿방어),,,372,"1,057.87","5,904.22",0,0,0,0,0
,,,,활배창,,,2,2.24,2.42,0,0,0,0,0
,,,,활백합,,,"6,994","51,045.73","69,294.44",6,36.22,41.32,0.86,1.11
,,,,활백합(Mercenaria mercenaria),,,"1,726","17,894.29","15,900.33",0,0,0,0,0
,,,,활백합(PISMO CLAM),,,1,0.12,0.24,0,0,0,0,0
,,,,활백합(비너스백합),,,"5,515","39,311.38","26,763.98",12,64.24,58.88,0.16,0.1
,,,,활백합(아담스백합),,,"3,843","42,015.38","29,510.79",13,76.1,48.89,0,0
,,,,활백합(주름백합),,,"5,519","26,422.89","19,337.45",5,18.14,11.88,0,0
,,,,활병어,,,619,"1,654.95","13,835.27",6,17.42,125.42,0,0
,,,,활복어,,,1,0.3,14.16,0,0,0,0,0
,,,,활복어(검복),,,18,21.63,102.76,8,7.07,38.08,0,0
,,,,활복어(자주복),,,"2,666","5,307.09","74,718.41",5,4.84,42.8,0,0
,,,,"활복어(참복, 검자주복)",,,8,6.54,190.3,0,0,0,0,0
,,,,활복어(황복),,,81,50.78,491.36,0,0,0,0,0
,,,,활볼락,,,3,5.25,24.24,0,0,0,0,0
,,,,활볼락(개볼락),,,4,5.31,21.77,0,0,0,0,0
,,,,활볼락(조피볼락),,,980,"6,728.37","34,528.79",2,16.74,112.12,2.59,6.76
,,,,활붕어,,,"8,911","73,970.66","110,733.01",33,256.21,406.36,5.69,7.27
,,,,활붕어(쌍지붕어),,,"1,024","5,950.49","6,898.08",1,9.03,11.74,0.48,0.57
,,,,활붕어(참붕어),,,8,15.33,15.78,0,0,0,0,0
,,,,활상어(두툽상어),,,2,0.24,1.05,2,0.24,1.05,0,0
,,,,활상어(러시안철갑상어),,,12,10.86,131.94,0,0,0,0,0
,,,,활상어(모조리상어),,,2,0.17,0.23,0,0,0,0,0
,,,,활상어(시베리아철갑상어),,,3,0.78,6.44,0,0,0,0,0
,,,,활새우(닭새우),,,646,90.86,"3,160.44",6,0.43,15.17,0.01,0.28
,,,,활새우(대하),,,25,5.39,30.61,1,0.03,0.26,0,0
,,,,활새우(도화새우),,,34,6.75,267.38,0,0,0,0,0
,,,,활새우(민물새우),,,2,1.22,5.49,0,0,0,0,0
,,,,활새우(백새우),,,5,0.82,4.93,0,0,0,0,0
,,,,활새우(보리새우),,,"1,070",249.44,"2,449.17",10,1.2,10.94,0,0
,,,,활새우(새뱅이),,,"2,777","1,957.84","7,576.55",7,3.89,19.34,0,0
,,,,활새우(중하),,,157,25.03,222.8,2,0.22,1.63,0,0
,,,,활새우(징거미새우),,,79,22.13,94.54,6,1.63,4.43,0,0
,,,,활새우(큰징거미새우),,,89,9,75.72,0,0.03,0.2,0,0
,,,,활새우(홍다리얼룩새우),,,84,15.79,136.32,6,0.92,11.05,0,0
,,,,활새우(흰다리새우),,,252,49.69,501.21,2,0.18,3.56,0,0
,,,,활성게,,,38,26.67,113.2,1,0.62,2.6,0,0
,,,,활소라,,,17,30.4,79.83,4,12.66,11.21,0.46,0.55
,,,,활송어(무지개송어),,,2,1.56,5.4,0,0,0,0,0
,,,,활숭어,,,12,71.82,201.62,2,6.31,6.61,0,0
,,,,활쏘가리,,,"1,933","1,072.38","16,616.31",21,5.22,44.06,0.22,2.18
,,,,활연어,,,9,15.39,12.26,0,0.03,0.02,0,0
,,,,활오분자기,,,286,70.65,658.16,1,0.11,1.42,0,0
,,,,활왕게붙이,,,58,221.34,"5,780.23",0,0,0,0,0
,,,,활우럭(큰입우럭),,,4,3.41,11.58,2,0.28,1.86,0,0
,,,,활우렁쉥이,,,"9,350","73,060.18","121,318.63",10,100.99,173,5.1,3.1
,,,,활잉어,,,"6,093","35,863.77","49,037.01",7,57.35,74.37,6.28,7.54
,,,,활잉어(Megalobrama amblycephala),,,3,8.44,13.17,0,0,0,0,0
,,,,활잉어(TENCH),,,8,22.55,27.9,0,0,0,0,0
,,,,활잉어(이스라엘잉어),,,"4,769","31,624.81","58,926.18",11,130.79,272.34,1.29,1.56
,,,,활자라,,,"3,917","2,322.77","21,142.9",10,6,62.45,0,0
,,,,활자이언트시퍼치,,,7,14.49,67.2,0,0,0,0,0
,,,,활장어,,,1,0.2,2,0,0,0,0,0
,,,,활장어(갯장어),,,67,43.47,340.69,0,0,0,0,0
,,,,활장어(먹장어),,,"10,996","24,887.71","193,511.38",239,380.16,"3,107.23",0.64,4.65
,,,,활장어(무태장어),,,6,0.88,5.28,0,0,0,0,0
,,,,활장어(뱀장어),,,"14,101","41,910.96","302,186.51",192,695.38,"3,961.35",5.55,26.89
,,,,활장어(붕장어),,,475,310.62,"1,838.85",0,0,0,0,0
,,,,활장어(칠성장어),,,23,11.59,104.59,0,0,0,0,0
,,,,활재첩,,,"6,377","172,340.06","42,210.13",28,479.09,185.13,0.03,0.01
,,,,활전갱이,,,3,2.72,22.52,0,0,0,0,0
,,,,활전갱이(GOLD POMFRET),,,1,0.13,0.48,0,0,0,0,0
,,,,활전갱이(POMPANO),,,412,735.26,"7,700.89",0,0,0,0,0
,,,,활전갱이(흑점줄전갱이),,,142,150,"1,999.74",0,0,0,0,0
,,,,활전복,,,"3,069",627.15,"37,644.87",3,0.23,10.04,0,0
,,,,활전복(말전복),,,3,0.65,6.45,0,0,0,0,0
,,,,활조개(가는이랑새조개),,,32,189.06,119.41,0,0,0,0,0
,,,,활조개(가리맛조개),,,392,583,647.66,0,0,0,0,0
,,,,활조개(가무락조개),,,"5,855","22,892.79","25,339.5",2,12.52,10.72,1.96,1.59
,,,,활조개(갈맛조개),,,1,4.2,5.17,0,0,0,0.19,0.23
,,,,활조개(갈매기조개),,,6,4.38,4.54,1,0.41,0.17,0,0
,,,,활조개(개량조개),,,727,"1,182.53",986.03,4,1.34,0.57,0,0
,,,,활조개(개조개),,,"17,737","116,096.5","115,187.12",10,36.37,21.28,2.33,1.5
,,,,활조개(고운무늬새조개),,,12,61.35,41.34,0,0,0,0,0
,,,,활조개(구이덕조개),,,5,0.33,19.63,0,0,0,0,0
,,,,활조개(국화조개),,,1,0.25,0.53,1,0.25,0.53,0,0
,,,,활조개(돌조개),,,1,1,0.4,0,0,0,0,0
,,,,활조개(떡조개),,,10,29.9,24.67,2,13.4,8.14,0,0
,,,,활조개(맛조개),,,"1,028","2,331.9","1,746.26",1,0.1,0.3,0,0
,,,,활조개(민들조개),,,"3,892","12,085.69","8,617.64",20,59.3,37.74,0,0
,,,,활조개(밤색무늬조개),,,"2,803","7,311.8","4,640.16",37,62.76,42.58,0,0
,,,,활조개(붉은속비단조개),,,2,2.52,1.26,0,0,0,0,0
,,,,활조개(비단조개),,,"2,347","4,282.76","4,063.16",5,9.44,8.62,0,0
,,,,활조개(빛조개),,,1,2,0.36,0,0,0,0,0
,,,,활조개(살조개),,,840,"1,187.91",822.51,1,0.29,0.23,0,0
,,,,활조개(삿갓조개),,,1,0.1,0.16,0,0,0,0,0
,,,,활조개(새조개),,,12,15.43,19.81,0,0,0,0,0
,,,,활조개(왕우럭조개),,,92,107.18,66.89,1,0.52,0.42,0,0
,,,,활조개(우럭조개),,,98,353.03,341.65,0,0,0,0.04,0.04
,,,,활조개(접시조개),,,2,2,8.11,0,0,0,0,0
,,,,활조개(칼조개),,,2,2.9,1.89,0,0,0,0,0
,,,,활조개(코끼리조개),,,213,224.25,281.58,1,0.02,0.2,0,0
,,,,활조개(키조개),,,108,409.22,458.72,5,4.46,7.01,0.05,0.05
,,,,활조개(피조개),,,"3,439","13,827.84","31,492.55",16,47.76,52.28,0,0
,,,,활조기(부세),,,10,11.48,80.01,0,0,0,0,0
,,,,활조기(참조기),,,2,1.16,21.64,0,0,0,0,0
,,,,활주꾸미,,,"6,301","8,012.18","36,287.75",3,0.73,2.73,0,0
,,,,활쥐치,,,121,228.47,"1,218.47",0,0,0,0,0
,,,,활쥐치(객주리),,,1,0.1,0.36,0,0,0,0,0
,,,,활쥐치(말쥐치),,,73,62.16,350.67,0,0,0,0,0
,,,,활초어,,,14,25.97,24.54,0,0.04,0.03,0,0
,,,,활큰구슬우렁이,,,4,3.46,2.3,0,0,0,0,0
,,,,활투어바리,,,1,0.04,0.48,0,0,0,0,0
,,,,활틸라피아,,,3,3.03,4.66,0,0,0,0.03,0.03
,,,,활해삼,,,"1,725","1,044.46","7,133.34",8,3.67,30.04,0,0
,,,,활홍합,,,"1,412","3,591.66","2,732.53",26,70.7,53.37,8.92,4.73
,,,,활황줄깜정이,,,11,5.53,23.74,1,0.21,0.97,0,0
,,,,활횟대,,,7,1.25,0.77,0,0,0,0,0
,,,,활흑연,,,2,4,3.3,0,0.01,0,0,0
